岗位,性别,年龄,最高学历,clean_岗位职责,clean_岗位要求,clean_工作经历,clean_项目经历,标签
-0.7131052525385245,-0.5276287700060458,-0.0699184431723644,0.6417715694965084,负责协助项目经理技术评审代码评审负责单元联调测试修复负责协助测试人员用户测试测试反馈修复项目经理交代,拥有年端开发经验代码习惯熟悉技术框架熟悉常用设计模式熟悉数据库设计开发工作熟悉缓存技术经验更好熟练操作熟练前端插件熟悉关系数据库原理编程习惯责任心强技术热情工作积极主动表达沟通能力团队合作精神服从加班具备抗压能力,工作描述负责业务需求分析业务数据建模设计负责分配功能模块详细设计功能开发单元测试代码优化工作开发管理流程编写完善设计文档涉及出差客户现场解决需求沟通工作描述负责业务需求分析业务数据建模设计负责分配功能模块详细设计功能开发单元测试代码优化工作开发管理流程编写完善设计文档涉及出差客户现场解决需求沟通公司起止时间职务公司起止时间职务公司起止时间职务,工作描述负责业务需求分析业务数据建模设计负责分配功能模块详细设计功能开发单元测试代码优化工作开发管理流程编写完善设计文档涉及出差客户现场解决需求沟通工作描述负责业务需求分析业务数据建模设计负责分配功能模块详细设计功能开发单元测试代码优化工作开发管理流程编写完善设计文档涉及出差客户现场解决需求沟通公司起止时间职务公司起止时间职务公司起止时间职务,0
-0.7131052525385245,-0.5276287700060458,-1.5570853294129274,0.6417715694965084,业务需求编写代码发布测试版本生产版本配合测试环境生产环境编写开发文档,一年项目开发经验熟悉中一种多种熟悉中一种多种熟悉数据库高并发多线程优先优先前端技术优先诚实可靠责任心强有团队合作协调沟通能力,工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益,工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益工作描述设计文档需求代码编写测试分析解决软件开发过程中上级安排相关工作独立高质量工作代码调优创新学习配合项目经理相关目标锤炼城市趋势业绩任职期间单独项目开发测试上线公司不错经济效益,0
-0.7131052525385245,-0.5276287700060458,-0.36735182042047704,-1.3735212475541825,参与系统需求分析设计负责核心功能开发确保服务稳定可靠独立解决开发中难点开发高质量高性能系统对系统相关业务技术给出高效技术方案,本科以上学历计算机相关专业年开发经验熟练掌握常用框架理解多线程集合基础框架熟悉分布式缓存消息队列机制熟悉主流储存原理沟通能力团队协作精神较强主动性责任心,工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构,工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构,0
-0.7131052525385245,-0.5276287700060458,-0.36735182042047704,-1.3735212475541825,业务需求编写代码发布测试版本生产版本配合测试环境生产环境编写开发文档,二年开发经验熟悉中一种多种熟悉中一种多种独立设计系统经验开发支付系统金融系统做过银联项目开发银行接口经验优先,工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构,工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构工作简述产品设计文档开发系统管理配置中心端对接项目介绍企业微信开发第三方办公系统接入终端智能提醒系统待办系统流程知识库系统技术架构,0
-0.7131052525385245,1.894252423676027,0.5249483113238609,0.6417715694965084,参与软件设计工作功能模块概要设计详细设计数据库设计项目管理规范编制设计文档产品需求文档制定产品开发计划设计文件业务逻辑设计开发核心业务模块负责软件产品编码编码单元测试集成测试项目管理规范编写技术文档,熟练掌握常用开发框架常用设计模式相关组件配置开发规范性能调优工具运行机制内存垃圾回收正确线程并发线程池等线程相关开发经验开发思路熟练掌握数据持久化缓存消息通讯相关开发熟悉中间件熟练掌握关系型数据库数据库性能优化相关技术工具熟练掌握系统相关配置命令熟悉脚本定时批处理开发,工作描述工作经历,工作描述工作经历责任描述网站画面检索系预约系预约变更取消支付系卡支付现场支付会员订单管理画面负责画面前端后台开发开发画面疏通案件过程中出現客户沟通单体测试测试,0
-0.7131052525385245,-0.5276287700060458,2.012115197564424,0.6417715694965084,管理作业平台产品数据指标体系产品设计落地管理作业平台开放平台产品设计落地数据指标体系数据开放平台核心开发者关系建立维护站行业角色视角发掘用户需求,全日制本科以上学历作业产品策划研发经历沟通界面结构化沟通意识强语言精练性格成熟预期可控管理成本低配合赛道使命感归属感聪明冒险计较得失行业经验服务经验优先,广东盛世长运二期项目广东盛世长运商贸公司人力资源项目二期实施包括考勤薪酬招聘培训广东盛世长运商贸公司零售公司考勤情况多种多样薪资类型多且计算客户考勤薪酬业务提高工作效率最终考勤上线薪资方案业务现状项目目标项目考勤薪酬需求调研需求文档技术人员沟通方案制定项目实施计划控项目进度收集梳理考勤相关流程考勤模块搭建顺利上线广东盛世长运二期项目广东盛世长运商贸公司人力资源项目二期实施包括考勤薪酬招聘培训广东盛世长运商贸公司零售公司考勤情况多种多样薪资类型多且计算客户考勤薪酬业务提高工作效率最终考勤上线薪资方案业务现状项目目标项目考勤薪酬需求调研需求文档技术人员沟通方案制定项目实施计划控项目进度收集梳理考勤相关流程考勤模块搭建顺利上线提供信息服务咨询功能业务预测功能项目中担任项目经理客户数据质量业务功能需求系统准时上线运行制定项目整体计划分配协调项目团队工作控制项目模块进展协调方案顾问需求调研设计应收账款数据仓库模型数据映射逻辑设计系统功能编写解决方案文档协调技术人员现场支持团队成员技术培训配合客户数据准确性验证及时发现组织甲乙方人员沟通提出解决方法管理分派项目临时人员工作系统上线部门回款国航项目中担任实施顾问负责数据迁移数据分析协助项目经理管理项目工作事宜一期目标顺利达成准确数据支撑业务流程事业部长城资产应收项款项目担任项目经理长城资产项目项目制定项目实施计划控制项目进度分配成员工作需求调研分析模型设计协调技术人员现场支持团队能力建设项目沟通反馈保证项目按质武汉分公司第七行业任职项目经理岗位负责电气行业实验室信息管理系统项目实施工作海康威视项目中担任项目经理制定项目实施计划安排推动项目实施工作组织实施顾问需求调研收集客户文档资料编写需求文档协调业务顾问开发人员设计产品功能页面方案文档编写,广东盛世长运二期项目广东盛世长运商贸公司人力资源项目二期实施包括考勤薪酬招聘培训广东盛世长运商贸公司零售公司考勤情况多种多样薪资类型多且计算客户考勤薪酬业务提高工作效率最终考勤上线薪资方案业务现状项目目标项目考勤薪酬需求调研需求文档技术人员沟通方案制定项目实施计划控项目进度收集梳理考勤相关流程考勤模块搭建顺利上线广东盛世长运二期项目广东盛世长运商贸公司人力资源项目二期实施包括考勤薪酬招聘培训广东盛世长运商贸公司零售公司考勤情况多种多样薪资类型多且计算客户考勤薪酬业务提高工作效率最终考勤上线薪资方案业务现状项目目标项目考勤薪酬需求调研需求文档技术人员沟通方案制定项目实施计划控项目进度收集梳理考勤相关流程考勤模块搭建顺利上线提供信息服务咨询功能业务预测功能项目中担任项目经理客户数据质量业务功能需求系统准时上线运行制定项目整体计划分配协调项目团队工作控制项目模块进展协调方案顾问需求调研设计应收账款数据仓库模型数据映射逻辑设计系统功能编写解决方案文档协调技术人员现场支持团队成员技术培训配合客户数据准确性验证及时发现组织甲乙方人员沟通提出解决方法管理分派项目临时人员工作系统上线部门回款国航项目中担任实施顾问负责数据迁移数据分析协助项目经理管理项目工作事宜一期目标顺利达成准确数据支撑业务流程事业部长城资产应收项款项目担任项目经理长城资产项目项目制定项目实施计划控制项目进度分配成员工作需求调研分析模型设计协调技术人员现场支持团队能力建设项目沟通反馈保证项目按质武汉分公司第七行业任职项目经理岗位负责电气行业实验室信息管理系统项目实施工作海康威视项目中担任项目经理制定项目实施计划安排推动项目实施工作组织实施顾问需求调研收集客户文档资料编写需求文档协调业务顾问开发人员设计产品功能页面方案文档编写,0
0.5212175262967801,-0.5276287700060458,-0.0699184431723644,0.6417715694965084,业务需求编写台代码发布测试版本生产版本配合测试环境生产环境需求分析编写需求分析规格说明书,本科学历计算机相关专业年软件开发工作经验熟悉框架熟悉前端技术熟悉前端框架熟练掌握相关技术熟练数据库具备编码规范排查能力强学习能力快速新技术业务知识诚实责任心强有强团队合作协调能力思路清晰较强沟通表达能力银行项目开发经验优先,互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网金融任职期间负责开发供应链金融医链平台供应链金融房链平台医链平台中负责融资应收应付账款模块开发房链负责供应商管理应收应付账款模块开发互联网参与面向端用户车险投保续保产品开发负责后台管理平台模块开发负责投保拉新产品开发参与系统微服务升级迁移工作互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护,互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网金融任职期间负责开发供应链金融医链平台供应链金融房链平台医链平台中负责融资应收应付账款模块开发房链负责供应商管理应收应付账款模块开发互联网参与面向端用户车险投保续保产品开发负责后台管理平台模块开发负责投保拉新产品开发参与系统微服务升级迁移工作互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护责任负责开发应收应付账款模块接入腾讯阿里发票识别功能确保数据真实性,0
-0.7131052525385245,-0.5276287700060458,-0.0699184431723644,0.6417715694965084,参与系统开发实施,全日制本科学历相关从业年限低于年计算机相关专业研究生学历相关从业年限低于年计算机相关专业工作积极主动很强责任感承受较大工作压力语言熟悉至少熟悉一种主流关系型数据库熟悉开发相关框架技术,互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网金融任职期间负责开发供应链金融医链平台供应链金融房链平台医链平台中负责融资应收应付账款模块开发房链负责供应商管理应收应付账款模块开发互联网参与面向端用户车险投保续保产品开发负责后台管理平台模块开发负责投保拉新产品开发参与系统微服务升级迁移工作互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护,互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护互联网金融任职期间负责开发供应链金融医链平台供应链金融房链平台医链平台中负责融资应收应付账款模块开发房链负责供应商管理应收应付账款模块开发互联网参与面向端用户车险投保续保产品开发负责后台管理平台模块开发负责投保拉新产品开发参与系统微服务升级迁移工作互联网参与项目需求分析模块设计独立负责项目模块开发配合测试部门调试项目优化后期项目维护责任负责开发应收应付账款模块接入腾讯阿里发票识别功能确保数据真实性,0
-0.7131052525385245,-0.5276287700060458,-0.9622185749167023,-1.3735212475541825,负责系统前端页面开发数据交互,本科含以上学历计算机软件工程信息技术计算机相关专业年前端开发工作经验熟练熟悉主流框架,,责任描述技术要点项目程序原生开发配合端用户授权登录扫码定位自动记录座位号包括类主食品分类展示小食饮料添加,0
0.5212175262967801,1.894252423676027,-1.2596519521648148,0.6417715694965084,负责关系型数据库板系统逻辑开发制定数据库跑批备份恢复策略工作流程规范项目实施中承担数据库实施工作数据库系统运行中提出解决方案,全日制本科以上学历计算机类相关专业相关证书认证优先数据库应用软件分析设计开发经验精通关系数据库原理精通熟悉熟练主流数据库分析设计工具独立建立数据库表并数据库操作独立工作严谨细致责任心勤奋踏实善于思考问题独立性强团队合作精神熟悉保险业务优先,内容负责风险类系统实施部署功能测试包括流程测试编写测试用例客户反馈解决数据流程功能客户沟通确认需求功能开发内容负责风险类系统实施部署功能测试包括流程测试编写测试用例客户反馈解决数据流程功能客户沟通确认需求功能开发,内容负责风险类系统实施部署功能测试包括流程测试编写测试用例客户反馈解决数据流程功能客户沟通确认需求功能开发内容负责风险类系统实施部署功能测试包括流程测试编写测试用例客户反馈解决数据流程功能客户沟通确认需求功能开发,0
